Date,ES,6E,6M,ZN,ZC,GC,SR3
2019-03-21,201906,201906,201906,201906,201912,201904,202012
2019-03-22,201906,201906,201906,201906,201912,201904,202012
2019-03-25,201906,201906,201906,201906,201912,201904,202012
2019-03-26,201906,201906,201906,201906,201912,201904,202012
2019-03-27,201906,201906,201906,201906,201912,201904,202012
2019-03-28,201906,201906,201906,201906,201912,201906,202012
2019-03-29,201906,201906,201906,201906,201912,201906,202012
2019-04-01,201906,201906,201906,201906,201912,201906,202012
2019-04-02,201906,201906,201906,201906,201912,201906,202012
2019-04-03,201906,201906,201906,201906,201912,201906,202012
2019-04-04,201906,201906,201906,201906,201912,201906,202012
2019-04-05,201906,201906,201906,201906,201912,201906,202012
2019-04-08,201906,201906,201906,201906,201912,201906,202012
2019-04-09,201906,201906,201906,201906,201912,201906,202012
2019-04-10,201906,201906,201906,201906,201912,201906,202012
2019-04-11,201906,201906,201906,201906,201912,201906,202012
2019-04-12,201906,201906,201906,201906,201912,201906,202012
2019-04-15,201906,201906,201906,201906,201912,201906,202012
2019-04-16,201906,201906,201906,201906,201912,201906,202012
2019-04-17,201906,201906,201906,201906,201912,201906,202012
2019-04-18,201906,201906,201906,201906,201912,201906,202012
2019-04-22,201906,201906,201906,201906,201912,201906,202012
2019-04-23,201906,201906,201906,201906,201912,201906,202012
2019-04-24,201906,201906,201906,201906,201912,201906,202012
2019-04-25,201906,201906,201906,201906,201912,201906,202012
2019-04-26,201906,201906,201906,201906,201912,201906,202012
2019-04-29,201906,201906,201906,201906,201912,201906,202012
2019-04-30,201906,201906,201906,201906,201912,201906,202012
2019-05-01,201906,201906,201906,201906,201912,201906,202012
2019-05-02,201906,201906,201906,201906,201912,201906,202012
2019-05-03,201906,201906,201906,201906,201912,201906,202012
2019-05-06,201906,201906,201906,201906,201912,201906,202012
2019-05-07,201906,201906,201906,201906,201912,201906,202012
2019-05-08,201906,201906,201906,201906,201912,201906,202012
2019-05-09,201906,201906,201906,201906,201912,201906,202012
2019-05-10,201906,201906,201906,201906,201912,201906,202012
2019-05-13,201906,201906,201906,201906,201912,201906,202012
2019-05-14,201906,201906,201906,201906,201912,201906,202012
2019-05-15,201906,201906,201906,201906,201912,201906,202012
2019-05-16,201906,201906,201906,201906,201912,201906,202012
2019-05-17,201906,201906,201906,201906,201912,201906,202012
2019-05-20,201906,201906,201906,201906,201912,201906,202012
2019-05-21,201906,201906,201906,201906,201912,201906,202012
2019-05-22,201906,201906,201906,201906,201912,201906,202012
2019-05-23,201906,201906,201906,201906,201912,201906,202012
2019-05-24,201906,201906,201906,201906,201912,201906,202012
2019-05-28,201906,201906,201906,201906,201912,201906,202012
2019-05-29,201906,201906,201906,201906,201912,201908,202012
2019-05-30,201906,201906,201906,201909,201912,201908,202012
2019-05-31,201906,201906,201906,201909,201912,201908,202012
2019-06-03,201906,201906,201906,201909,201912,201908,202012
2019-06-04,201906,201906,201906,201909,201912,201908,202012
2019-06-05,201906,201906,201906,201909,201912,201908,202012
2019-06-06,201906,201906,201906,201909,201912,201908,202012
2019-06-07,201906,201906,201906,201909,201912,201908,202012
2019-06-10,201906,201906,201906,201909,201912,201908,202012
2019-06-11,201906,201906,201906,201909,201912,201908,202012
2019-06-12,201906,201906,201906,201909,201912,201908,202012
2019-06-13,201906,201906,201909,201909,201912,201908,202012
2019-06-14,201909,201909,201909,201909,201912,201908,202012
2019-06-17,201909,201909,201909,201909,201912,201908,202012
2019-06-18,201909,201909,201909,201909,201912,201908,202012
2019-06-19,201909,201909,201909,201909,201912,201908,202012
2019-06-20,201909,201909,201909,201909,201912,201908,202012
2019-06-21,201909,201909,201909,201909,201912,201908,202012
2019-06-24,201909,201909,201909,201909,201912,201908,202012
2019-06-25,201909,201909,201909,201909,201912,201908,202012
2019-06-26,201909,201909,201909,201909,201912,201908,202012
2019-06-27,201909,201909,201909,201909,201912,201908,202012
2019-06-28,201909,201909,201909,201909,201912,201908,202012
2019-07-01,201909,201909,201909,201909,201912,201908,202012
2019-07-02,201909,201909,201909,201909,201912,201908,202012
2019-07-03,201909,201909,201909,201909,201912,201908,202012
2019-07-05,201909,201909,201909,201909,201912,201908,202012
2019-07-08,201909,201909,201909,201909,201912,201908,202012
2019-07-09,201909,201909,201909,201909,201912,201908,202012
2019-07-10,201909,201909,201909,201909,201912,201908,202012
2019-07-11,201909,201909,201909,201909,201912,201908,202012
2019-07-12,201909,201909,201909,201909,201912,201908,202012
2019-07-15,201909,201909,201909,201909,201912,201908,202012
